gene_name|species_name|transcript_id|protein_id|isoform_status
ACSL4|homo_sapiens|ENST00000851256|ENSP00000521315|alternative
ACSL4|homo_sapiens|ENST00000851257|ENSP00000521316|alternative
ACSL4|homo_sapiens|ENST00000851258|ENSP00000521317|alternative
ACSL4|homo_sapiens|ENST00000915898|ENSP00000585957|alternative
ACSL4|homo_sapiens|ENST00000915899|ENSP00000585958|alternative
ACSL4|homo_sapiens|ENST00000915900|ENSP00000585959|alternative
ACSL4|homo_sapiens|ENST00000953314|ENSP00000623373|alternative
ACSL4|homo_sapiens|ENST00000953315|ENSP00000623374|alternative
ACSL4|homo_sapiens|ENST00000953316|ENSP00000623375|alternative
ACSL4|homo_sapiens|ENST00000953317|ENSP00000623376|alternative
ACSL4|homo_sapiens|ENST00000953318|ENSP00000623377|alternative
ACSL4|homo_sapiens|ENST00000953319|ENSP00000623378|alternative
ACSL4|macaca_fascicularis|ENSMFAT00000019015|ENSMFAP00000044718|canonical
ACSL4|macaca_mulatta|ENSMMUT00000005948|ENSMMUP00000005601|canonical
ACSL4|macaca_mulatta|ENSMMUT00000086255|ENSMMUP00000072763|alternative
ACSL4|macaca_nemestrina|ENSMNET00000066811|ENSMNEP00000042308|canonical
ACSL4|microcebus_murinus|ENSMICT00000014516|ENSMICP00000013231|canonical
ACSL4|nomascus_leucogenys|ENSNLET00000018363|ENSNLEP00000017493|canonical
ACSL4|pan_paniscus|ENSPPAT00000040799|ENSPPAP00000018072|alternative
ACSL4|pan_paniscus|ENSPPAT00000040813|ENSPPAP00000018085|canonical
ACSL4|pan_paniscus|ENSPPAT00000040822|ENSPPAP00000018094|alternative
ACSL4|pan_paniscus|ENSPPAT00000040839|ENSPPAP00000018110|alternative
ACSL4|pan_troglodytes|ENSPTRT00000041328|ENSPTRP00000038175|canonical
ACSL4|pan_troglodytes|ENSPTRT00000109915|ENSPTRP00000081982|alternative
ACSL4|papio_anubis|ENSPANT00000007705|ENSPANP00000007465|alternative
ACSL4|papio_anubis|ENSPANT00000072490|ENSPANP00000053015|alternative
ACSL4|papio_anubis|ENSPANT00000076371|ENSPANP00000057344|canonical
ACSL4|pongo_abelii|ENSPPYT00000024061|ENSPPYP00000023091|canonical
ACSL4|prolemur_simus|ENSPSMT00000013545|ENSPSMP00000011613|canonical
ACSL4|propithecus_coquereli|ENSPCOT00000035459|ENSPCOP00000024774|canonical
ACSL4|propithecus_coquereli|ENSPCOT00000035465|ENSPCOP00000024780|alternative
ACSL4|saimiri_boliviensis_boliviensis|ENSSBOT00000035287|ENSSBOP00000018471|canonical
ACSL4|theropithecus_gelada|ENSTGET00000023800|ENSTGEP00000019991|canonical
ACSL4|theropithecus_gelada|ENSTGET00000023806|ENSTGEP00000019996|alternative
ACSL5|aotus_nancymaae|ENSANAT00000005258|ENSANAP00000000611|alternative
ACSL5|aotus_nancymaae|ENSANAT00000005324|ENSANAP00000000618|canonical
ACSL5|aotus_nancymaae|ENSANAT00000005383|ENSANAP00000000626|alternative
ACSL5|callithrix_jacchus|ENSCJAT00000037169|ENSCJAP00000035202|canonical
ACSL5|callithrix_jacchus|ENSCJAT00000037174|ENSCJAP00000035207|alternative
ACSL5|callithrix_jacchus|ENSCJAT00000117782|ENSCJAP00000084443|alternative
ACSL5|callithrix_jacchus|ENSCJAT00000119933|ENSCJAP00000082371|alternative
ACSL5|carlito_syrichta|ENSTSYT00000009660|ENSTSYP00000008861|canonical
ACSL5|carlito_syrichta|ENSTSYT00000026373|ENSTSYP00000018708|alternative
ACSL5|carlito_syrichta|ENSTSYT00000044127|ENSTSYP00000034689|alternative
ACSL5|cercocebus_atys|ENSCATT00000021758|ENSCATP00000005966|canonical
ACSL5|cercocebus_atys|ENSCATT00000021791|ENSCATP00000005973|alternative
ACSL5|cercocebus_atys|ENSCATT00000021803|ENSCATP00000005978|alternative
ACSL5|chlorocebus_sabaeus|ENSCSAT00000003172|ENSCSAP00000001461|canonical
ACSL5|colobus_angolensis_palliatus|ENSCANT00000009509|ENSCANP00000002264|canonical
ACSL5|colobus_angolensis_palliatus|ENSCANT00000009517|ENSCANP00000002272|alternative
ACSL5|gorilla_gorilla|ENSGGOT00000004626|ENSGGOP00000004511|canonical
ACSL5|gorilla_gorilla|ENSGGOT00000047047|ENSGGOP00000044531|alternative
ACSL5|gorilla_gorilla|ENSGGOT00000051358|ENSGGOP00000042233|alternative
ACSL5|homo_sapiens|ENST00000354273|ENSP00000346223|alternative
ACSL5|homo_sapiens|ENST00000354655|ENSP00000346680|canonical
ACSL5|homo_sapiens|ENST00000356116|ENSP00000348429|alternative
ACSL5|homo_sapiens|ENST00000393081|ENSP00000376796|alternative
ACSL5|homo_sapiens|ENST00000433418|ENSP00000403647|alternative
ACSL5|homo_sapiens|ENST00000861349|ENSP00000531408|alternative
ACSL5|homo_sapiens|ENST00000861350|ENSP00000531409|alternative
ACSL5|homo_sapiens|ENST00000861351|ENSP00000531410|alternative
ACSL5|homo_sapiens|ENST00000861352|ENSP00000531411|alternative
ACSL5|homo_sapiens|ENST00000861353|ENSP00000531412|alternative
ACSL5|homo_sapiens|ENST00000861354|ENSP00000531413|alternative
ACSL5|homo_sapiens|ENST00000861355|ENSP00000531414|alternative
ACSL5|homo_sapiens|ENST00000861356|ENSP00000531415|alternative
ACSL5|homo_sapiens|ENST00000861357|ENSP00000531416|alternative
ACSL5|homo_sapiens|ENST00000861358|ENSP00000531417|alternative
ACSL5|homo_sapiens|ENST00000861359|ENSP00000531418|alternative
ACSL5|homo_sapiens|ENST00000861360|ENSP00000531419|alternative
ACSL5|homo_sapiens|ENST00000861361|ENSP00000531420|alternative
ACSL5|homo_sapiens|ENST00000861362|ENSP00000531421|alternative
ACSL5|homo_sapiens|ENST00000861363|ENSP00000531422|alternative
ACSL5|homo_sapiens|ENST00000861364|ENSP00000531423|alternative
ACSL5|homo_sapiens|ENST00000861365|ENSP00000531424|alternative
ACSL5|homo_sapiens|ENST00000861366|ENSP00000531425|alternative
ACSL5|homo_sapiens|ENST00000861367|ENSP00000531426|alternative
ACSL5|homo_sapiens|ENST00000861368|ENSP00000531427|alternative
ACSL5|homo_sapiens|ENST00000861369|ENSP00000531428|alternative
ACSL5|homo_sapiens|ENST00000954829|ENSP00000624888|alternative
ACSL5|homo_sapiens|ENST00000954830|ENSP00000624889|alternative
ACSL5|homo_sapiens|ENST00000954831|ENSP00000624890|alternative
ACSL5|homo_sapiens|ENST00000954832|ENSP00000624891|alternative
ACSL5|homo_sapiens|ENST00000954833|ENSP00000624892|alternative
ACSL5|homo_sapiens|ENST00000954834|ENSP00000624893|alternative
ACSL5|homo_sapiens|ENST00000954835|ENSP00000624894|alternative
ACSL5|homo_sapiens|ENST00000954836|ENSP00000624895|alternative
ACSL5|homo_sapiens|ENST00000954837|ENSP00000624896|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000021617|ENSMFAP00000008438|canonical
ACSL5|macaca_fascicularis|ENSMFAT00000021621|ENSMFAP00000008426|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000021636|ENSMFAP00000008417|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000075738|ENSMFAP00000060696|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000077633|ENSMFAP00000051544|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000091576|ENSMFAP00000058903|alternative
ACSL5|macaca_fascicularis|ENSMFAT00000092591|ENSMFAP00000061539|alternative
ACSL5|macaca_mulatta|ENSMMUT00000001628|ENSMMUP00000001532|alternative
ACSL5|macaca_mulatta|ENSMMUT00000001630|ENSMMUP00000001534|alternative
ACSL5|macaca_mulatta|ENSMMUT00000001631|ENSMMUP00000001535|alternative
ACSL5|macaca_mulatta|ENSMMUT00000080321|ENSMMUP00000077110|alternative
ACSL5|macaca_mulatta|ENSMMUT00000110054|ENSMMUP00000074153|canonical
ACSL5|macaca_nemestrina|ENSMNET00000054692|ENSMNEP00000030275|alternative
ACSL5|macaca_nemestrina|ENSMNET00000054706|ENSMNEP00000030289|canonical
ACSL5|macaca_nemestrina|ENSMNET00000054720|ENSMNEP00000030303|alternative
ACSL5|macaca_nemestrina|ENSMNET00000054733|ENSMNEP00000030316|alternative
ACSL5|microcebus_murinus|ENSMICT00000007332|ENSMICP00000006672|alternative
ACSL5|microcebus_murinus|ENSMICT00000049067|ENSMICP00000034076|canonical
ACSL5|microcebus_murinus|ENSMICT00000051197|ENSMICP00000036548|alternative
ACSL5|microcebus_murinus|ENSMICT00000069616|ENSMICP00000046722|alternative
ACSL5|nomascus_leucogenys|ENSNLET00000020159|ENSNLEP00000019188|canonical
ACSL5|nomascus_leucogenys|ENSNLET00000048214|ENSNLEP00000026277|alternative
ACSL5|nomascus_leucogenys|ENSNLET00000051901|ENSNLEP00000028173|alternative
ACSL5|nomascus_leucogenys|ENSNLET00000053989|ENSNLEP00000042488|alternative
ACSL5|pan_paniscus|ENSPPAT00000003412|ENSPPAP00000000729|canonical
ACSL5|pan_paniscus|ENSPPAT00000003473|ENSPPAP00000000737|alternative
ACSL5|pan_troglodytes|ENSPTRT00000049264|ENSPTRP00000043677|canonical
ACSL5|pan_troglodytes|ENSPTRT00000109080|ENSPTRP00000066063|alternative
ACSL5|papio_anubis|ENSPANT00000028208|ENSPANP00000008229|canonical
ACSL5|papio_anubis|ENSPANT00000041743|ENSPANP00000036518|alternative
ACSL5|papio_anubis|ENSPANT00000048964|ENSPANP00000041072|alternative
ACSL5|papio_anubis|ENSPANT00000078981|ENSPANP00000056370|alternative
ACSL5|pongo_abelii|ENSPPYT00000003199|ENSPPYP00000003093|canonical
ACSL5|pongo_abelii|ENSPPYT00000035908|ENSPPYP00000028323|alternative
ACSL5|pongo_abelii|ENSPPYT00000039536|ENSPPYP00000036907|alternative
ACSL5|pongo_abelii|ENSPPYT00000044226|ENSPPYP00000035571|alternative
ACSL5|prolemur_simus|ENSPSMT00000028698|ENSPSMP00000024745|canonical
ACSL5|prolemur_simus|ENSPSMT00000028700|ENSPSMP00000024747|alternative
ACSL5|prolemur_simus|ENSPSMT00000028701|ENSPSMP00000024748|alternative
ACSL5|prolemur_simus|ENSPSMT00000028704|ENSPSMP00000024751|alternative
ACSL5|propithecus_coquereli|ENSPCOT00000015589|ENSPCOP00000005231|canonical
ACSL5|propithecus_coquereli|ENSPCOT00000015591|ENSPCOP00000005233|alternative
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055180|ENSSBOP00000038231|alternative
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055188|ENSSBOP00000038239|canonical
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055195|ENSSBOP00000038246|alternative
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055201|ENSSBOP00000038252|alternative
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055209|ENSSBOP00000038260|alternative
ACSL5|saimiri_boliviensis_boliviensis|ENSSBOT00000055222|ENSSBOP00000038273|alternative
ACSL5|theropithecus_gelada|ENSTGET00000035555|ENSTGEP00000029884|canonical
ACSL5|theropithecus_gelada|ENSTGET00000035564|ENSTGEP00000029893|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020493|ENSANAP00000002910|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020518|ENSANAP00000002932|canonical
ACSL6|aotus_nancymaae|ENSANAT00000020529|ENSANAP00000002942|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020549|ENSANAP00000002959|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020554|ENSANAP00000002963|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020566|ENSANAP00000002974|alternative
ACSL6|aotus_nancymaae|ENSANAT00000020584|ENSANAP00000002992|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000025003|ENSCJAP00000023636|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000025021|ENSCJAP00000023653|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000025030|ENSCJAP00000023661|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000052667|ENSCJAP00000050816|canonical
ACSL6|callithrix_jacchus|ENSCJAT00000054718|ENSCJAP00000042328|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000061973|ENSCJAP00000049227|alternative
ACSL6|callithrix_jacchus|ENSCJAT00000129205|ENSCJAP00000085321|alternative
ACSL6|carlito_syrichta|ENSTSYT00000001172|ENSTSYP00000001084|alternative
ACSL6|carlito_syrichta|ENSTSYT00000029465|ENSTSYP00000025021|alternative
ACSL6|carlito_syrichta|ENSTSYT00000034604|ENSTSYP00000019565|canonical
ACSL6|carlito_syrichta|ENSTSYT00000040149|ENSTSYP00000018471|alternative
ACSL6|carlito_syrichta|ENSTSYT00000044758|ENSTSYP00000027355|alternative
ACSL6|cercocebus_atys|ENSCATT00000015674|ENSCATP00000003643|canonical
ACSL6|cercocebus_atys|ENSCATT00000015679|ENSCATP00000003645|alternative
ACSL6|cercocebus_atys|ENSCATT00000015735|ENSCATP00000003664|alternative
ACSL6|cercocebus_atys|ENSCATT00000015774|ENSCATP00000003677|alternative
ACSL6|cercocebus_atys|ENSCATT00000015834|ENSCATP00000003691|alternative
ACSL6|cercocebus_atys|ENSCATT00000015856|ENSCATP00000003696|alternative
ACSL6|chlorocebus_sabaeus|ENSCSAT00000011994|ENSCSAP00000010047|canonical
ACSL6|colobus_angolensis_palliatus|ENSCANT00000032486|ENSCANP00000009611|alternative
ACSL6|colobus_angolensis_palliatus|ENSCANT00000032501|ENSCANP00000009625|canonical
ACSL6|colobus_angolensis_palliatus|ENSCANT00000032523|ENSCANP00000009647|alternative
ACSL6|colobus_angolensis_palliatus|ENSCANT00000032544|ENSCANP00000009667|alternative
ACSL6|colobus_angolensis_palliatus|ENSCANT00000032563|ENSCANP00000009686|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000016952|ENSGGOP00000016487|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000049848|ENSGGOP00000040719|canonical
ACSL6|gorilla_gorilla|ENSGGOT00000049864|ENSGGOP00000032683|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000051807|ENSGGOP00000032974|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000052698|ENSGGOP00000037996|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000059805|ENSGGOP00000033028|alternative
ACSL6|gorilla_gorilla|ENSGGOT00000068530|ENSGGOP00000043054|alternative
ACSL6|homo_sapiens|ENST00000296869|ENSP00000296869|alternative
ACSL6|homo_sapiens|ENST00000357096|ENSP00000349608|alternative
ACSL6|homo_sapiens|ENST00000379240|ENSP00000368542|alternative
ACSL6|homo_sapiens|ENST00000379244|ENSP00000368546|alternative
ACSL6|homo_sapiens|ENST00000379246|ENSP00000368548|alternative
ACSL6|homo_sapiens|ENST00000379255|ENSP00000368557|alternative
ACSL6|homo_sapiens|ENST00000414078|ENSP00000394810|alternative
ACSL6|homo_sapiens|ENST00000416557|ENSP00000398381|alternative
ACSL6|homo_sapiens|ENST00000419502|ENSP00000388424|alternative
ACSL6|homo_sapiens|ENST00000430403|ENSP00000398423|alternative
ACSL6|homo_sapiens|ENST00000431707|ENSP00000413329|alternative
ACSL6|homo_sapiens|ENST00000434099|ENSP00000397507|alternative
ACSL6|homo_sapiens|ENST00000441995|ENSP00000389189|alternative
ACSL6|homo_sapiens|ENST00000543479|ENSP00000442124|alternative
ACSL6|homo_sapiens|ENST00000650697|ENSP00000498444|alternative
ACSL6|homo_sapiens|ENST00000651250|ENSP00000498588|alternative
ACSL6|homo_sapiens|ENST00000651356|ENSP00000498260|alternative
ACSL6|homo_sapiens|ENST00000651427|ENSP00000498263|alternative
ACSL6|homo_sapiens|ENST00000651883|ENSP00000499063|canonical
ACSL6|homo_sapiens|ENST00000897429|ENSP00000567488|alternative
ACSL6|homo_sapiens|ENST00000923559|ENSP00000593618|alternative
ACSL6|homo_sapiens|ENST00000959336|ENSP00000629395|alternative
ACSL6|macaca_mulatta|ENSMMUT00000062537|ENSMMUP00000054554|canonical
ACSL6|macaca_mulatta|ENSMMUT00000066363|ENSMMUP00000051758|alternative
ACSL6|macaca_mulatta|ENSMMUT00000067770|ENSMMUP00000057596|alternative
ACSL6|macaca_mulatta|ENSMMUT00000073932|ENSMMUP00000059781|alternative
ACSL6|macaca_mulatta|ENSMMUT00000074072|ENSMMUP00000045519|alternative
ACSL6|macaca_mulatta|ENSMMUT00000076330|ENSMMUP00000060918|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052111|ENSMNEP00000027817|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052125|ENSMNEP00000027831|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052138|ENSMNEP00000027844|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052144|ENSMNEP00000027850|canonical
ACSL6|macaca_nemestrina|ENSMNET00000052147|ENSMNEP00000027853|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052152|ENSMNEP00000027858|alternative
ACSL6|macaca_nemestrina|ENSMNET00000052176|ENSMNEP00000027882|alternative
ACSL6|microcebus_murinus|ENSMICT00000013990|ENSMICP00000012754|alternative
ACSL6|microcebus_murinus|ENSMICT00000031814|ENSMICP00000020607|alternative
ACSL6|microcebus_murinus|ENSMICT00000041180|ENSMICP00000035754|canonical
ACSL6|microcebus_murinus|ENSMICT00000044039|ENSMICP00000024388|alternative
ACSL6|microcebus_murinus|ENSMICT00000052237|ENSMICP00000039410|alternative
ACSL6|nomascus_leucogenys|ENSNLET00000016069|ENSNLEP00000015293|alternative
ACSL6|nomascus_leucogenys|ENSNLET00000046824|ENSNLEP00000040547|canonical
ACSL6|nomascus_leucogenys|ENSNLET00000049907|ENSNLEP00000036606|alternative
ACSL6|pan_paniscus|ENSPPAT00000058010|ENSPPAP00000035124|alternative
ACSL6|pan_paniscus|ENSPPAT00000058018|ENSPPAP00000035131|canonical
ACSL6|pan_paniscus|ENSPPAT00000058019|ENSPPAP00000035132|alternative
ACSL6|pan_paniscus|ENSPPAT00000058027|ENSPPAP00000035140|alternative
ACSL6|pan_troglodytes|ENSPTRT00000045193|ENSPTRP00000041973|alternative
ACSL6|pan_troglodytes|ENSPTRT00000077790|ENSPTRP00000086902|alternative
ACSL6|pan_troglodytes|ENSPTRT00000083529|ENSPTRP00000090611|alternative
ACSL6|pan_troglodytes|ENSPTRT00000097874|ENSPTRP00000088489|canonical
ACSL6|pan_troglodytes|ENSPTRT00000110035|ENSPTRP00000092561|alternative
ACSL6|pan_troglodytes|ENSPTRT00000110635|ENSPTRP00000069529|alternative
ACSL6|papio_anubis|ENSPANT00000005856|ENSPANP00000007431|alternative
ACSL6|papio_anubis|ENSPANT00000007403|ENSPANP00000009477|alternative
ACSL6|papio_anubis|ENSPANT00000032001|ENSPANP00000047698|alternative
ACSL6|papio_anubis|ENSPANT00000039786|ENSPANP00000045162|alternative
ACSL6|papio_anubis|ENSPANT00000047017|ENSPANP00000046595|alternative
ACSL6|papio_anubis|ENSPANT00000051287|ENSPANP00000034187|alternative
ACSL6|papio_anubis|ENSPANT00000062910|ENSPANP00000051778|alternative
ACSL6|papio_anubis|ENSPANT00000066892|ENSPANP00000059987|canonical
ACSL6|papio_anubis|ENSPANT00000078450|ENSPANP00000055325|alternative
ACSL6|pongo_abelii|ENSPPYT00000018326|ENSPPYP00000017616|canonical
ACSL6|pongo_abelii|ENSPPYT00000034047|ENSPPYP00000034078|alternative
ACSL6|pongo_abelii|ENSPPYT00000037858|ENSPPYP00000033892|alternative
ACSL6|pongo_abelii|ENSPPYT00000047815|ENSPPYP00000031683|alternative
ACSL6|pongo_abelii|ENSPPYT00000048822|ENSPPYP00000027734|alternative
ACSL6|pongo_abelii|ENSPPYT00000061703|ENSPPYP00000041754|alternative
ACSL6|prolemur_simus|ENSPSMT00000038093|ENSPSMP00000033050|alternative
ACSL6|prolemur_simus|ENSPSMT00000038094|ENSPSMP00000033051|canonical
ACSL6|prolemur_simus|ENSPSMT00000038097|ENSPSMP00000033054|alternative
ACSL6|prolemur_simus|ENSPSMT00000038100|ENSPSMP00000033056|alternative
ACSL6|prolemur_simus|ENSPSMT00000038103|ENSPSMP00000033058|alternative
ACSL6|prolemur_simus|ENSPSMT00000038104|ENSPSMP00000033059|alternative
ACSL6|prolemur_simus|ENSPSMT00000038108|ENSPSMP00000033063|alternative
ACSL6|prolemur_simus|ENSPSMT00000038110|ENSPSMP00000033065|alternative
ACSL6|propithecus_coquereli|ENSPCOT00000033578|ENSPCOP00000022903|alternative
ACSL6|propithecus_coquereli|ENSPCOT00000033579|ENSPCOP00000022904|canonical
ACSL6|propithecus_coquereli|ENSPCOT00000033580|ENSPCOP00000022905|alternative
ACSL6|propithecus_coquereli|ENSPCOT00000033581|ENSPCOP00000022906|alternative
ACSL6|propithecus_coquereli|ENSPCOT00000033582|ENSPCOP00000022907|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000008896|ENSSBOP00000001566|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009030|ENSSBOP00000001576|canonical
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009098|ENSSBOP00000001590|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009193|ENSSBOP00000001612|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009230|ENSSBOP00000001622|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009300|ENSSBOP00000001632|alternative
ACSL6|saimiri_boliviensis_boliviensis|ENSSBOT00000009504|ENSSBOP00000001660|alternative
ACSL6|theropithecus_gelada|ENSTGET00000027299|ENSTGEP00000022869|alternative
ACSL6|theropithecus_gelada|ENSTGET00000027304|ENSTGEP00000022874|canonical
ACSL6|theropithecus_gelada|ENSTGET00000027305|ENSTGEP00000022875|alternative
ACSL6|theropithecus_gelada|ENSTGET00000027308|ENSTGEP00000022878|alternative
ACSL6|theropithecus_gelada|ENSTGET00000027313|ENSTGEP00000022882|alternative
ADCY1|aotus_nancymaae|ENSANAT00000045007|ENSANAP00000027030|canonical
ADCY1|aotus_nancymaae|ENSANAT00000045015|ENSANAP00000027038|alternative
ADCY1|callithrix_jacchus|ENSCJAT00000021836|ENSCJAP00000020660|alternative
ADCY1|callithrix_jacchus|ENSCJAT00000120882|ENSCJAP00000081458|alternative
ADCY1|callithrix_jacchus|ENSCJAT00000125420|ENSCJAP00000094232|alternative
ADCY1|callithrix_jacchus|ENSCJAT00000126982|ENSCJAP00000080398|canonical
ADCY1|callithrix_jacchus|ENSCJAT00000127599|ENSCJAP00000080195|alternative
ADCY1|cercocebus_atys|ENSCATT00000005051|ENSCATP00000000941|canonical
ADCY1|cercocebus_atys|ENSCATT00000005053|ENSCATP00000000943|alternative
ADCY1|cercocebus_atys|ENSCATT00000005112|ENSCATP00000000948|alternative
ADCY1|chlorocebus_sabaeus|ENSCSAT00000013841|ENSCSAP00000011830|canonical
ADCY1|colobus_angolensis_palliatus|ENSCANT00000060611|ENSCANP00000037360|canonical
ADCY1|colobus_angolensis_palliatus|ENSCANT00000060614|ENSCANP00000037363|alternative
ADCY1|gorilla_gorilla|ENSGGOT00000010355|ENSGGOP00000010063|canonical
ADCY1|gorilla_gorilla|ENSGGOT00000026731|ENSGGOP00000017198|alternative
ADCY1|homo_sapiens|ENST00000297323|ENSP00000297323|canonical
ADCY1|homo_sapiens|ENST00000432715|ENSP00000392721|alternative
ADCY1|homo_sapiens|ENST00000621543|ENSP00000479770|alternative
ADCY1|homo_sapiens|ENST00000920696|ENSP00000590755|alternative
ADCY1|macaca_mulatta|ENSMMUT00000009004|ENSMMUP00000008463|alternative
ADCY1|macaca_mulatta|ENSMMUT00000042281|ENSMMUP00000035282|alternative
ADCY1|macaca_mulatta|ENSMMUT00000080049|ENSMMUP00000080029|alternative
ADCY1|macaca_mulatta|ENSMMUT00000081784|ENSMMUP00000072420|alternative
ADCY1|macaca_mulatta|ENSMMUT00000105311|ENSMMUP00000069811|canonical
ADCY1|macaca_nemestrina|ENSMNET00000032705|ENSMNEP00000008537|canonical
ADCY1|macaca_nemestrina|ENSMNET00000032714|ENSMNEP00000008546|alternative
ADCY1|macaca_nemestrina|ENSMNET00000032720|ENSMNEP00000008552|alternative
ADCY1|microcebus_murinus|ENSMICT00000004506|ENSMICP00000004110|canonical
ADCY1|pan_paniscus|ENSPPAT00000056147|ENSPPAP00000033273|canonical
ADCY1|pan_paniscus|ENSPPAT00000056151|ENSPPAP00000033277|alternative
ADCY1|pan_troglodytes|ENSPTRT00000085435|ENSPTRP00000087900|alternative
ADCY1|pan_troglodytes|ENSPTRT00000099973|ENSPTRP00000065256|canonical
ADCY1|pan_troglodytes|ENSPTRT00000107313|ENSPTRP00000074995|alternative
ADCY1|pongo_abelii|ENSPPYT00000020478|ENSPPYP00000019703|canonical
ADCY1|pongo_abelii|ENSPPYT00000055890|ENSPPYP00000044598|alternative
ADCY1|prolemur_simus|ENSPSMT00000036325|ENSPSMP00000031474|canonical
ADCY1|propithecus_coquereli|ENSPCOT00000022092|ENSPCOP00000011503|canonical
ADCY1|saimiri_boliviensis_boliviensis|ENSSBOT00000050247|ENSSBOP00000033334|canonical
ADCY1|saimiri_boliviensis_boliviensis|ENSSBOT00000050254|ENSSBOP00000033341|alternative
ADCY1|saimiri_boliviensis_boliviensis|ENSSBOT00000050261|ENSSBOP00000033348|alternative
ADCY1|theropithecus_gelada|ENSTGET00000014338|ENSTGEP00000011922|canonical
ADCY1|theropithecus_gelada|ENSTGET00000014340|ENSTGEP00000011924|alternative
ADCY2|aotus_nancymaae|ENSANAT00000029488|ENSANAP00000011676|canonical
ADCY2|callithrix_jacchus|ENSCJAT00000017230|ENSCJAP00000016292|alternative
ADCY2|callithrix_jacchus|ENSCJAT00000118283|ENSCJAP00000089071|alternative
ADCY2|callithrix_jacchus|ENSCJAT00000118291|ENSCJAP00000081561|canonical
ADCY2|callithrix_jacchus|ENSCJAT00000124021|ENSCJAP00000085226|alternative
ADCY2|callithrix_jacchus|ENSCJAT00000137632|ENSCJAP00000093409|alternative
ADCY2|callithrix_jacchus|ENSCJAT00000142037|ENSCJAP00000081778|alternative
ADCY2|carlito_syrichta|ENSTSYT00000000223|ENSTSYP00000000205|canonical
ADCY2|carlito_syrichta|ENSTSYT00000046285|ENSTSYP00000025615|alternative
ADCY2|cercocebus_atys|ENSCATT00000044554|ENSCATP00000020364|canonical
ADCY2|cercocebus_atys|ENSCATT00000044563|ENSCATP00000020373|alternative
ADCY2|chlorocebus_sabaeus|ENSCSAT00000015429|ENSCSAP00000013370|canonical
ADCY2|colobus_angolensis_palliatus|ENSCANT00000032551|ENSCANP00000009674|canonical
ADCY2|colobus_angolensis_palliatus|ENSCANT00000032558|ENSCANP00000009681|alternative
ADCY2|gorilla_gorilla|ENSGGOT00000011241|ENSGGOP00000010918|canonical
ADCY2|gorilla_gorilla|ENSGGOT00000048160|ENSGGOP00000031477|alternative
ADCY2|homo_sapiens|ENST00000338316|ENSP00000342952|canonical
ADCY2|homo_sapiens|ENST00000515681|ENSP00000425069|alternative
ADCY2|homo_sapiens|ENST00000915365|ENSP00000585424|alternative
ADCY2|homo_sapiens|ENST00000915366|ENSP00000585425|alternative
ADCY2|homo_sapiens|ENST00000915367|ENSP00000585426|alternative
ADCY2|homo_sapiens|ENST00000915368|ENSP00000585427|alternative
ADCY2|homo_sapiens|ENST00000915369|ENSP00000585428|alternative
ADCY2|homo_sapiens|ENST00000915370|ENSP00000585429|alternative
ADCY2|homo_sapiens|ENST00000915371|ENSP00000585430|alternative
ADCY2|homo_sapiens|ENST00000915372|ENSP00000585431|alternative
ADCY2|homo_sapiens|ENST00000915373|ENSP00000585432|alternative
